produced_in_US,runtime_ratio,director,supporting_actor_1,runtime,supporting_actor_2,season,revenue,num_production_companies,top_100_actor_count,writer_rank,num_production_countries,actors,decade,budget,actor_rank,has_top_25_writer,release_month,lead_actor,writer,has_top_25_director,in_english,release_year,has_top_25_company,director_rank,title,company_rank,genre_rank,genres
1,0.06146926536731634,Barry Levinson,Billy Bob Thornton,123.0,Cate Blanchett,Autumn,67631903,7,0,510,1,"['Bruce Willis', 'Billy Bob Thornton', 'Cate Blanchett', 'Troy Garity', 'William Converse-Roberts']",2000s,75000000,593.2,0,October,Bruce Willis,Harley Peyton,0,1,2001,0,357,Bandits,200.28571428571428,5.0,"['Action', 'Comedy', 'Crime', 'Romance']"
1,0.05538922155688623,Nick Hurran,Holly Hunter,111.0,Kathy Bates,Summer,22034832,2,0,488,1,"['Brittany Murphy', 'Holly Hunter', 'Kathy Bates', 'Ron Livingston', 'Kevin Sussman']",2000s,35000000,586.6,0,August,Brittany Murphy,Melissa Carter,0,1,2004,0,680,Little Black Book,218.0,4.333333333333333,"['Comedy', 'Romance', 'Drama']"
1,0.06054590570719603,Ron Howard,Benjamin Walker,122.0,Cillian Murphy,Autumn,93820758,8,1,268,1,"['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson', 'Ben Whishaw']",2010s,100000000,493.2,0,November,Chris Hemsworth,Charles Leavitt,0,1,2015,1,111,In the Heart of the Sea,169.625,4.2,"['Thriller', 'Drama', 'Adventure', 'Action', 'History']"
1,0.05331991951710262,Mike Nichols,Christopher Walken,106.0,Matt Mulhern,Spring,51684798,2,0,592,1,"['Matthew Broderick', 'Christopher Walken', 'Matt Mulhern', 'Corey Parker', 'Casey Siemaszko']",1980s,20000000,651.2,0,March,Matthew Broderick,Neil Simon,0,1,1988,0,233,Biloxi Blues,181.0,4.333333333333333,"['Comedy', 'Drama', 'Romance']"
1,0.08895552223888056,Peter Jackson,Ian McKellen,178.0,Cate Blanchett,Winter,871368364,3,2,19,2,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett', 'Orlando Bloom', 'Sean Bean']",2000s,93000000,24.6,1,December,Elijah Wood,J.R.R. Tolkien,1,1,2001,1,13,The Lord of the Rings: The Fellowship of the Ring,31.333333333333332,2.6666666666666665,"['Adventure', 'Fantasy', 'Action']"
1,0.04295704295704296,Malcolm D. Lee,Chris Kattan,86.0,Denise Richards,Spring,41604473,1,0,821,1,"['Eddie Griffin', 'Chris Kattan', 'Denise Richards', 'Aunjanue Ellis', 'Chi McBride']",2000s,25000000,835.0,0,May,Eddie Griffin,John Ridley,0,1,2002,0,454,Undercover Brother,101.0,1.5,"['Action', 'Comedy']"
0,0.05658487731597396,Sammo Hung,Richard Norton,113.0,Miki Lee,Winter,18814720,1,0,892,2,"['Jackie Chan', 'Richard Norton', 'Miki Lee', 'Gabrielle Fitzpatrick', 'Karen McLymont']",1990s,12716953,711.8,0,January,Jackie Chan,Fibe Ma,0,0,1997,0,718,Mr. Nice Guy,261.0,4.0,"['Crime', 'Action', 'Comedy']"
1,0.044977511244377814,Brett Ratner,Jackie Chan,90.0,Zhang Ziyi,Summer,347325802,1,0,89,1,"['Chris Tucker', 'Jackie Chan', 'Zhang Ziyi', 'Roselyn S√°nchez', 'Ernie Reyes, Jr.']",2000s,90000000,580.6,1,August,Chris Tucker,Jeff Nathanson,1,1,2001,0,59,Rush Hour 2,67.0,4.0,"['Action', 'Comedy', 'Crime', 'Thriller']"
1,0.04402201100550275,Kevin Lima,Glenn Close,88.0,Minnie Driver,Summer,448000000,1,0,37,1,"['Tony Goldwyn', 'Glenn Close', 'Minnie Driver', 'Brian Blessed', 'Nigel Hawthorne']",1990s,150000000,717.6,0,June,Tony Goldwyn,Edgar Rice Burroughs,0,1,1999,1,30,Tarzan,23.0,4.75,"['Adventure', 'Animation', 'Drama', 'Family']"
1,0.04723618090452261,Bob Clark,Dan Aykroyd,94.0,Dom DeLuise,Winter,5585154,1,0,1207,1,"['Gene Hackman', 'Dan Aykroyd', 'Dom DeLuise', 'Ronny Cox', 'Nancy Travis']",1990s,1500000,705.8,0,February,Gene Hackman,Richard Christian Matheson,0,1,1990,0,406,Loose Cannons,131.0,5.6,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']"
1,0.0575,Andrzej Bartkowiak,Aaliyah,115.0,Isaiah Washington,Spring,91036760,2,0,560,1,"['Jet Li', 'Aaliyah', 'Isaiah Washington', 'Russell Wong', 'DMX']",2000s,25000000,710.0,0,March,Jet Li,Eric Bernt,0,1,2000,0,374,Romeo Must Die,127.5,4.333333333333333,"['Action', 'Crime', 'Thriller']"
1,0.04728720756595321,Marc Webb,Zooey Deschanel,95.0,Chlo√´ Grace Moretz,Summer,60722734,3,0,545,1,"['Joseph Gordon-Levitt', 'Zooey Deschanel', 'Chlo√´ Grace Moretz', 'Geoffrey Arend', 'Matthew Gray Gubler']",2000s,7500000,791.2,0,July,Joseph Gordon-Levitt,Scott Neustadter,0,1,2009,0,427,(500) Days of Summer,191.66666666666666,4.333333333333333,"['Comedy', 'Drama', 'Romance']"
1,0.0555,Sam Raimi,Giovanni Ribisi,111.0,Keanu Reeves,Winter,12008642,2,0,1020,1,"['Cate Blanchett', 'Giovanni Ribisi', 'Keanu Reeves', 'Katie Holmes', 'Greg Kinnear']",2000s,10000000,472.2,0,December,Cate Blanchett,Billy Bob Thornton,0,1,2000,0,666,The Gift,160.5,7.25,"['Horror', 'Drama', 'Thriller', 'Mystery']"
0,0.04987531172069826,Rupert Wainwright,Maggie Grace,100.0,Selma Blair,Autumn,46201432,2,0,626,1,"['Tom Welling', 'Maggie Grace', 'Selma Blair', 'DeRay Davis', 'Kenneth Welsh']",2000s,18000000,771.4,0,October,Tom Welling,Debra Hill,0,1,2005,0,499,The Fog,218.0,7.5,"['Horror', 'Thriller']"
1,0.06012024048096192,Spike Lee,Charles S. Dutton,120.0,Andre Braugher,Autumn,5731103,2,0,1205,1,"['Ossie Davis', 'Charles S. Dutton', 'Andre Braugher', 'Richard Belzer', ""De'Aundre Bonds""]",1990s,2400000,807.0,0,October,Ossie Davis,Reggie Rock Bythewood,0,1,1996,0,834,Get on the Bus,175.5,2.0,['Drama']
0,0.044709388971684055,Declan Lowney,Anna Maxwell Martin,90.0,Nigel Lindsay,Summer,9800000,5,0,1083,1,"['Steve Coogan', 'Anna Maxwell Martin', 'Nigel Lindsay', 'Simon Greenall', 'Colm Meaney']",2010s,4000000,829.6,0,July,Steve Coogan,Steve Coogan,0,1,2013,0,895,Alan Partridge: Alpha Papa,238.2,3.0,['Comedy']
1,0.0472636815920398,Todd Phillips,Zach Galifianakis,95.0,Michelle Monaghan,Autumn,211780824,3,0,278,1,"['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan', 'Jamie Foxx', 'Juliette Lewis']",2010s,65000000,254.4,0,November,Robert Downey Jr.,Todd Phillips,0,1,2010,1,83,Due Date,52.0,2.5,"['Comedy', 'Drama']"
0,0.04982561036372696,David Schwimmer,Thandie Newton,100.0,Hank Azaria,Autumn,33000000,3,0,523,1,"['Simon Pegg', 'Thandie Newton', 'Hank Azaria', 'Dylan Moran', 'Harish Patel']",2000s,10000000,507.6,0,September,Simon Pegg,Simon Pegg,0,1,2007,0,589,"Run, Fatboy, Run",261.0,5.5,"['Comedy', 'Romance']"
0,0.0448654037886341,Rolf de Heer,Jamie Gulpilil,90.0,Richard Birrinbirrin,Summer,3360455,4,0,1278,1,"['Crusoe Kurddal', 'Jamie Gulpilil', 'Richard Birrinbirrin', 'David Gulpilil', 'Peter Minygululu ']",2000s,2000000,835.0,0,June,Crusoe Kurddal,Rolf de Heer,0,1,2006,0,1062,Ten Canoes,261.0,2.0,"['Adventure', 'Comedy', 'Drama']"
1,0.03961885656970913,Hart Bochner,Chris Young,79.0,David Spade,Spring,4350774,1,0,138,1,"['Jeremy Piven', 'Chris Young', 'David Spade', 'Megan Ward', 'Sarah Trigger']",1990s,9000000,758.6,0,April,Jeremy Piven,Zak Penn,0,1,1994,0,1019,PCU,261.0,3.0,['Comedy']
1,0.06640039940089865,Bryan Singer,Hugh Jackman,133.0,Ian McKellen,Spring,407711549,5,1,138,1,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Halle Berry', 'Famke Janssen']",2000s,110000000,122.2,0,April,Patrick Stewart,Zak Penn,1,1,2003,1,50,X2,137.6,2.5,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
1,0.08943089430894309,Robert Wise,Richard Crenna,176.0,Michael Craig,Summer,14000000,2,0,989,1,"['Julie Andrews', 'Richard Crenna', 'Michael Craig', 'Daniel Massey', 'Robert Reed']",1960s,14320000,710.6,0,July,Julie Andrews,William Fairchild,0,1,1968,0,753,Star!,182.5,8.333333333333334,"['Drama', 'Music', 'Romance']"
1,0.05490594814438231,Terence Young,Alan Arkin,108.0,Richard Crenna,Autumn,11000000,1,0,1042,1,"['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna', 'Efrem Zimbalist, Jr.', 'Jack Weston']",1960s,4000000,686.4,0,October,Audrey Hepburn,Frederick Knott,0,1,1967,0,356,Wait Until Dark,94.0,8.0,"['Horror', 'Crime', 'Thriller']"
1,0.06259314456035768,Bong Joon-ho,Song Kang-ho,126.0,Ed Harris,Summer,86758912,5,0,409,4,"['Chris Evans', 'Song Kang-ho', 'Ed Harris', 'John Hurt', 'Tilda Swinton']",2010s,39200000,306.4,0,August,Chris Evans,Bong Joon-ho,0,0,2013,0,309,Snowpiercer,215.0,2.3333333333333335,"['Action', 'Science Fiction', 'Drama']"
1,0.04516129032258064,Rob Cohen,Ryan Guzman,91.0,Ian Nelson,Winter,52425855,4,0,588,1,"['Jennifer Lopez', 'Ryan Guzman', 'Ian Nelson', 'John Corbett', 'Kristin Chenoweth']",2010s,4000000,777.8,0,January,Jennifer Lopez,Barbara Curry,0,1,2015,0,291,The Boy Next Door,187.0,4.0,['Thriller']
1,0.03596403596403597,Robin Budd,Blayne Weaver,72.0,Jeff Bennett,Winter,109862682,5,0,325,3,"['Harriet Owen', 'Blayne Weaver', 'Jeff Bennett', 'Kath Soucie', 'Corey Burton']",2000s,20000000,835.0,0,February,Harriet Owen,Temple Mathews,0,1,2002,1,239,Return to Never Land,213.4,6.0,"['Adventure', 'Fantasy', 'Animation', 'Family']"
1,0.051,Stephen T. Kay,Miranda Richardson,102.0,Rachael Leigh Cook,Autumn,19412993,4,0,884,1,"['Sylvester Stallone', 'Miranda Richardson', 'Rachael Leigh Cook', 'Mickey Rourke', 'Johnny Strong']",2000s,63600000,583.2,0,October,Sylvester Stallone,Ted Lewis,0,1,2000,0,515,Get Carter,190.5,3.75,"['Action', 'Drama', 'Thriller', 'Crime']"
1,0.05363408521303258,Sam Raimi,Gene Hackman,107.0,Russell Crowe,Winter,18552460,1,0,318,2,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe', 'Leonardo DiCaprio', 'Tobin Bell']",1990s,32000000,561.4,0,February,Sharon Stone,Simon Moore,0,1,1995,0,666,The Quick and the Dead,131.0,8.0,"['Action', 'Western']"
1,0.04475385380407757,Lynn Shelton,Emily Blunt,90.0,Rosemarie DeWitt,Autumn,3200000,1,0,1287,1,"['Mark Duplass', 'Emily Blunt', 'Rosemarie DeWitt', 'Mike Birbiglia', 'Kate Bayley']",2010s,125000,811.2,0,September,Mark Duplass,Lynn Shelton,0,1,2011,0,1070,Your Sister's Sister,261.0,2.5,"['Drama', 'Comedy']"
1,0.046546546546546545,Wes Anderson,Olivia Williams,93.0,Bill Murray,Autumn,17096053,1,0,800,1,"['Jason Schwartzman', 'Olivia Williams', 'Bill Murray', 'Seymour Cassel', 'Mason Gamble']",1990s,9000000,701.8,0,September,Jason Schwartzman,Wes Anderson,0,1,1998,0,606,Rushmore,154.0,2.5,"['Comedy', 'Drama']"
1,0.04932735426008968,Stephen Hopkins,David Morrissey,99.0,Idris Elba,Spring,62771059,5,0,157,1,"['Hilary Swank', 'David Morrissey', 'Idris Elba', 'AnnaSophia Robb', 'Stephen Rea']",2000s,40000000,619.2,0,April,Hilary Swank,Carey Hayes,0,1,2007,0,316,The Reaping,175.4,7.5,"['Thriller', 'Horror']"
1,0.06084788029925187,Scott Derrickson,Tom Wilkinson,122.0,Campbell Scott,Autumn,144216468,3,0,442,1,"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Jennifer Carpenter', 'Kenneth Welsh']",2000s,19000000,567.8,0,September,Laura Linney,Scott Derrickson,0,1,2005,0,179,The Exorcism of Emily Rose,191.33333333333334,6.5,"['Crime', 'Drama', 'Horror', 'Thriller']"
0,0.05721518987341772,Blake Edwards,Christopher Plummer,113.0,Herbert Lom,Spring,41833347,4,0,947,1,"['Peter Sellers', 'Christopher Plummer', 'Herbert Lom', 'Catherine Schell', 'Peter Arne']",1970s,5000000,794.4,0,May,Peter Sellers,Blake Edwards,0,1,1975,0,729,The Return of the Pink Panther,239.75,8.0,"['Mystery', 'Comedy', 'Crime']"
0,0.04795557799091368,George Miller,Bruce Spence,95.0,Michael Preston,Winter,24600832,1,0,815,1,"['Mel Gibson', 'Bruce Spence', 'Michael Preston', 'Max Phipps', 'Vernon Wells']",1980s,2000000,721.8,0,December,Mel Gibson,Terry Hayes,1,1,1981,0,67,Mad Max 2: The Road Warrior,41.0,2.5,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
1,0.06154628687690743,Jack Smight,Lauren Bacall,121.0,Julie Harris,Winter,12000000,1,0,542,1,"['Paul Newman', 'Lauren Bacall', 'Julie Harris', 'Arthur Hill', 'Janet Leigh']",1960s,3500000,741.0,0,February,Paul Newman,William Goldman,0,1,1966,0,613,Harper,94.0,5.4,"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']"
1,0.04922149673530889,William A. Graham,Brian Krause,98.0,Lisa Pelikan,Summer,2807854,2,0,1306,1,"['Milla Jovovich', 'Brian Krause', 'Lisa Pelikan', 'Courtney Barilla', 'Garette Ratliff Henson']",1990s,11000000,741.8,0,August,Milla Jovovich,Leslie Stevens,0,1,1991,0,1084,Return to the Blue Lagoon,200.0,1.0,['Adventure']
0,0.04823470909995027,Stephan Elliott,Xavier Samuel,97.0,Olivia Newton-John,Autumn,29007412,9,0,691,2,"['Rebel Wilson', 'Xavier Samuel', 'Olivia Newton-John', 'Kris Marshall', 'Kevin Bishop']",2010s,12468389,791.6,0,October,Rebel Wilson,Dean Craig,0,1,2011,0,618,A Few Best Men,260.1111111111111,3.0,['Comedy']
1,0.05297351324337831,Rob Cohen,Vin Diesel,106.0,Michelle Rodriguez,Summer,207283925,4,1,85,2,"['Paul Walker', 'Vin Diesel', 'Michelle Rodriguez', 'Jordana Brewster', 'Rick Yune']",2000s,38000000,370.6,0,June,Paul Walker,Gary Scott Thompson,0,1,2001,0,291,The Fast and the Furious,167.75,4.333333333333333,"['Action', 'Crime', 'Thriller']"
1,0.0455,Walter Hill,Angela Bassett,91.0,Robert Forster,Winter,14828081,4,0,972,2,"['James Spader', 'Angela Bassett', 'Robert Forster', 'Lou Diamond Phillips', 'Peter Facinelli']",2000s,90000000,580.6,0,January,James Spader,Daniel Chuba,0,1,2000,0,459,Supernova,211.0,6.666666666666667,"['Horror', 'Science Fiction', 'Thriller']"
1,0.046922300706357216,Ted Kotcheff,Richard Crenna,93.0,Brian Dennehy,Autumn,125212904,1,0,285,1,"['Sylvester Stallone', 'Richard Crenna', 'Brian Dennehy', 'Bill McKinney', 'Jack Starrett']",1980s,15000000,642.0,0,October,Sylvester Stallone,David Morrell,0,1,1982,0,213,First Blood,221.0,4.5,"['Action', 'Adventure', 'Thriller', 'War']"
1,0.06686777275012569,John Glen,Carey Lowell,133.0,Robert Davi,Summer,156167015,1,0,87,2,"['Timothy Dalton', 'Carey Lowell', 'Robert Davi', 'Talisa Soto', 'Anthony Zerbe']",1980s,32000000,812.6,1,July,Timothy Dalton,Ian Fleming,0,1,1989,1,185,Licence to Kill,36.0,1.6666666666666667,"['Adventure', 'Action', 'Thriller']"
1,0.0647410358565737,Gavin O'Connor,Jon Voight,130.0,Colin Farrell,Autumn,31148328,4,0,581,2,"['Edward Norton', 'Jon Voight', 'Colin Farrell', 'Noah Emmerich', 'Jennifer Ehle']",2000s,30000000,541.0,0,September,Edward Norton,Joe Carnahan,0,1,2008,0,635,Pride and Glory,169.5,5.0,"['Thriller', 'Crime', 'Drama']"
0,0.07014925373134329,Takashi Miike,Takayuki Yamada,141.0,Yusuke Iseya,Autumn,17555141,2,0,920,2,"['Koji Yakusho', 'Takayuki Yamada', 'Yusuke Iseya', 'Gor√¥ Inagaki', 'Kazue Fukiishi']",2010s,6000000,835.0,0,September,Koji Yakusho,Daisuke Tengan,0,0,2010,0,882,13 Assassins,261.0,1.0,"['Adventure', 'Drama', 'Action']"
1,0.05333998005982054,Frank Coraci,Kate Beckinsale,107.0,Christopher Walken,Summer,237681299,4,0,274,1,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff', 'Henry Winkler']",2000s,82500000,547.2,0,June,Adam Sandler,Steve Koren,0,1,2006,0,162,Click,106.5,5.0,"['Comedy', 'Drama', 'Fantasy', 'Romance']"
1,0.04656985478217326,Richard A. Colla,David Lipper,93.0,Cassidy Rae,Winter,161001698,1,0,205,1,"['Holly Marie Combs', 'David Lipper', 'Cassidy Rae', 'Dee Wallace', 'Gary Grubbs']",1990s,14000000,835.0,0,February,Holly Marie Combs,Skip Hollandsworth,0,1,1997,0,148,Love's Deadly Triangle: The Texas Cadet Murder,261.0,5.5,"['Drama', 'Crime']"
0,0.04735792622133599,Mike Clattenburg,Robb Wells,95.0,Mike Smith,Autumn,3833507,1,0,1257,1,"['John Paul Tremblay', 'Robb Wells', 'Mike Smith', 'Patrick Roach', 'Lucy Decoutere']",2000s,5000000,835.0,0,October,John Paul Tremblay,Mike Clattenburg,0,1,2006,0,1042,Trailer Park Boys: The Movie,261.0,3.0,['Comedy']
1,0.04880478087649402,Andrew Stanton,Elissa Knight,98.0,Jeff Garlin,Summer,521311860,3,0,21,1,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'MacInTalk']",2000s,180000000,835.0,1,June,Ben Burtt,Andrew Stanton,1,1,2008,1,14,WALL·E,97.0,8.0,"['Animation', 'Family']"
1,0.04308617234468938,Kevin Yagher,Valentina Vargas,86.0,Charlotte Chatton,Spring,16675000,3,0,979,1,"['Bruce Ramsay', 'Valentina Vargas', 'Charlotte Chatton', 'Adam Scott', 'Kim Myers']",1990s,4000000,791.8,0,March,Bruce Ramsay,Peter Atkins,0,1,1996,0,762,Hellraiser: Bloodline,198.0,6.666666666666667,"['Horror', 'Thriller', 'Science Fiction']"
1,0.05467196819085487,Kirk Jones,Jennifer Lopez,110.0,Elizabeth Banks,Spring,79700000,4,0,384,1,"['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks', 'Anna Kendrick', 'Brooklyn Decker']",2010s,40000000,404.0,0,May,Cameron Diaz,Heather Hach,0,1,2012,0,320,What to Expect When You're Expecting,195.0,4.333333333333333,"['Romance', 'Comedy', 'Drama']"
1,0.053838484546360914,Clark Johnson,Kiefer Sutherland,108.0,Eva Longoria,Spring,77920346,8,0,450,1,"['Michael Douglas', 'Kiefer Sutherland', 'Eva Longoria', 'Martin Donovan', 'Kim Basinger']",2000s,60000000,680.2,0,April,Michael Douglas,George Nolfi,0,1,2006,0,275,The Sentinel,174.5,4.333333333333333,"['Action', 'Thriller', 'Crime']"
1,0.0535,Brian Robbins,Scott Caan,107.0,Oliver Platt,Spring,12372410,2,0,1013,1,"['David Arquette', 'Scott Caan', 'Oliver Platt', 'Rose McGowan', 'Bill Goldberg']",2000s,24000000,807.2,0,April,David Arquette,Steven Brill,0,1,2000,0,514,Ready to Rumble,151.5,1.6666666666666667,"['Action', 'Comedy', 'Drama']"
1,0.05263157894736842,Micha√´l R. Roskam,Noomi Rapace,106.0,James Gandolfini,Autumn,19054534,2,0,405,1,"['Tom Hardy', 'Noomi Rapace', 'James Gandolfini', 'Matthias Schoenaerts', 'John Ortiz']",2010s,12600000,584.8,0,September,Tom Hardy,Dennis Lehane,0,1,2014,0,713,The Drop,136.5,5.5,"['Drama', 'Crime']"
1,0.04835493519441675,Gary Winick,Steve Buscemi,97.0,John Cleese,Winter,144000000,2,0,186,2,"['Julia Roberts', 'Steve Buscemi', 'John Cleese', 'Oprah Winfrey', 'Cedric the Entertainer']",2000s,85000000,413.6,0,December,Julia Roberts,Susannah Grant,0,1,2006,0,362,Charlotte's Web,172.0,5.333333333333333,"['Comedy', 'Family', 'Fantasy']"
1,0.05030181086519115,Julien Temple,Jeff Goldblum,100.0,Damon Wayans,Autumn,3916303,3,0,1254,2,"['Geena Davis', 'Jeff Goldblum', 'Damon Wayans', 'Julie Brown', 'Michael McKean']",1980s,10000000,681.2,0,September,Geena Davis,Julie Brown,0,1,1988,0,1038,Earth Girls Are Easy,251.66666666666666,6.6,"['Music', 'Comedy', 'Drama', 'Romance', 'Science Fiction']"
1,0.04520615996025832,Jimmy Hayward,Woody Harrelson,91.0,Amy Poehler,Autumn,110000000,2,0,323,1,"['Owen Wilson', 'Woody Harrelson', 'Amy Poehler', 'George Takei', 'Colm Meaney']",2010s,55000000,612.0,0,October,Owen Wilson,John J. Strauss,0,1,2013,0,108,Free Birds,193.5,6.333333333333333,"['Animation', 'Comedy', 'Family']"
1,0.043348281016442454,David Silverman,Julie Kavner,87.0,Nancy Cartwright,Summer,527068851,2,0,27,1,"['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria']",2000s,75000000,712.8,0,July,Dan Castellaneta,Matt Groening,0,1,2007,0,18,The Simpsons Movie,182.5,6.333333333333333,"['Animation', 'Comedy', 'Family']"
1,0.04813895781637717,Jerry Jameson,David Oyelowo,97.0,Michael Kenneth Williams,Autumn,2801508,5,0,1309,1,"['Kate Mara', 'David Oyelowo', 'Michael Kenneth Williams', 'Mimi Rogers', 'Leonor Varela']",2010s,2000000,709.6,0,September,Kate Mara,Brian Bird,0,1,2015,0,1087,Captive,261.0,5.0,"['Crime', 'Drama', 'Thriller']"
1,0.04611528822055138,Bryan Spicer,Jason David Frank,92.0,David Yost,Summer,66000000,3,0,516,2,"['Amy Jo Johnson', 'Jason David Frank', 'David Yost', 'Johnny Yong Bosch', 'Steve Cardenas']",1990s,15000000,835.0,0,June,Amy Jo Johnson,John Kamps,0,1,1995,0,403,Mighty Morphin Power Rangers: The Movie,208.66666666666666,3.8,"['Action', 'Adventure', 'Science Fiction', 'Family', 'Fantasy']"
1,0.06786427145708583,Joe Johnston,Zuleikha Robinson,136.0,Omar Sharif,Spring,108103450,3,0,428,2,"['Viggo Mortensen', 'Zuleikha Robinson', 'Omar Sharif', 'Adam Alexi-Malle', 'Louise Lombard']",2000s,100000000,685.2,0,March,Viggo Mortensen,John Fusco,0,1,2004,0,206,Hidalgo,225.33333333333334,8.5,"['Western', 'Adventure']"
1,0.05257886830245368,Anthony Waller,Julie Delpy,105.0,Vince Vieluf,Winter,26570463,2,0,788,5,"['Tom Everett Scott', 'Julie Delpy', 'Vince Vieluf', 'Julie Bowen', 'Phil Buckman']",1990s,22000000,696.8,0,December,Tom Everett Scott,Tom Stern,0,1,1997,0,813,An American Werewolf in Paris,225.5,7.0,"['Horror', 'Comedy']"
1,0.06278481012658228,Steven Spielberg,Robert Shaw,124.0,Richard Dreyfuss,Summer,470654000,2,0,142,1,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss', 'Lorraine Gary', 'Murray Hamilton']",1970s,7000000,740.8,1,June,Roy Scheider,Peter Benchley,1,1,1975,0,33,Jaws,181.0,5.333333333333333,"['Horror', 'Thriller', 'Adventure']"
0,0.07107355864811134,Prabhu Deva,Sonakshi Sinha,143.0,Nassar,Summer,31000000,1,0,746,1,"['Akshay Kumar', 'Sonakshi Sinha', 'Nassar', 'Darshan Jariwala', 'Supreet']",2010s,6700000,835.0,0,June,Akshay Kumar,Shiraz Ahmed,0,0,2012,0,603,Rowdy Rathore,261.0,0.0,['Action']
1,0.052186878727634195,Ariel Vromen,Winona Ryder,105.0,Ray Liotta,Autumn,1969193,2,0,1360,1,"['Michael Shannon', 'Winona Ryder', 'Ray Liotta', 'Chris Evans', 'David Schwimmer']",2010s,20000000,529.2,0,September,Michael Shannon,Ariel Vromen,0,1,2012,0,1125,The Iceman,206.0,5.0,"['Thriller', 'Crime', 'Drama']"
1,0.05514157973174367,Seth Gordon,Melissa McCarthy,111.0,Jon Favreau,Winter,173965010,3,0,173,1,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau', 'Amanda Peet', 'T.I.']",2010s,35000000,492.8,0,February,Jason Bateman,Steve Conrad,0,1,2013,0,141,Identity Thief,261.0,6.0,"['Comedy', 'Crime']"
0,0.044687189672293945,Takashi Yamazaki,Yumi Kakazu,90.0,Tomokazu Seki,Summer,83061158,1,0,427,1,"['Wasabi Mizuta', 'Yumi Kakazu', 'Tomokazu Seki', 'Satoshi Tsumabuki', 'Vanilla Yamazaki']",2010s,35000000,835.0,0,August,Wasabi Mizuta,Fujiko F. Fujio,0,0,2014,0,325,Stand by Me Doraemon,261.0,7.666666666666667,"['Fantasy', 'Animation', 'Family']"
1,0.05350832912670368,Ivan Reitman,Harold Ramis,106.0,Warren Oates,Summer,85300000,1,0,415,1,"['Bill Murray', 'Harold Ramis', 'Warren Oates', 'P.J. Soles', 'Sean Young']",1980s,10000000,784.0,0,June,Bill Murray,Len Blum,0,1,1981,0,178,Stripes,261.0,1.5,"['Action', 'Comedy']"
1,0.05239520958083832,Stacy Peralta,Darrick Doerner,105.0,Laird Hamilton,Summer,3166000,0,0,1290,2,"['Jeff Clark', 'Darrick Doerner', 'Laird Hamilton', 'Dave Kalama', 'David H. Kalama Jr.']",2000s,2600000,835.0,0,July,Jeff Clark,Stacy Peralta,0,1,2004,0,1072,Riding Giants,261.0,17.0,['Documentary']
0,0.06570433051269288,Lu Chuan,Gao Yuanyuan,132.0,Hideo Nakaizumi,Spring,10652498,5,0,1052,2,"['Liu Ye', 'Gao Yuanyuan', 'Hideo Nakaizumi', 'John Paisley', 'Beverly Peckous']",2000s,12000000,835.0,0,April,Liu Ye,Lu Chuan,0,0,2009,0,872,City of Life and Death,261.0,9.666666666666666,"['Drama', 'History', 'War']"
